"KEGG_ID"	"ENTREZID"	"SYMBOL"	"PATHWAY"
"8386"	"hsa04071"	"4217"	"MAP3K5"	"Sphingolipid signaling pathway"
"8387"	"hsa04071"	"427"	"ASAH1"	"Sphingolipid signaling pathway"
"8388"	"hsa04071"	"4363"	"ABCC1"	"Sphingolipid signaling pathway"
"8389"	"hsa04071"	"4790"	"NFKB1"	"Sphingolipid signaling pathway"
"8390"	"hsa04071"	"4846"	"NOS3"	"Sphingolipid signaling pathway"
"8391"	"hsa04071"	"4893"	"NRAS"	"Sphingolipid signaling pathway"
"8392"	"hsa04071"	"4985"	"OPRD1"	"Sphingolipid signaling pathway"
"8393"	"hsa04071"	"5170"	"PDPK1"	"Sphingolipid signaling pathway"
"8394"	"hsa04071"	"5290"	"PIK3CA"	"Sphingolipid signaling pathway"
"8395"	"hsa04071"	"5291"	"PIK3CB"	"Sphingolipid signaling pathway"
"8396"	"hsa04071"	"5293"	"PIK3CD"	"Sphingolipid signaling pathway"
"8397"	"hsa04071"	"5295"	"PIK3R1"	"Sphingolipid signaling pathway"
"8398"	"hsa04071"	"5296"	"PIK3R2"	"Sphingolipid signaling pathway"
"8399"	"hsa04071"	"5330"	"PLCB2"	"Sphingolipid signaling pathway"
"8400"	"hsa04071"	"5331"	"PLCB3"	"Sphingolipid signaling pathway"
"8401"	"hsa04071"	"5332"	"PLCB4"	"Sphingolipid signaling pathway"
"8402"	"hsa04071"	"5337"	"PLD1"	"Sphingolipid signaling pathway"
"8403"	"hsa04071"	"5338"	"PLD2"	"Sphingolipid signaling pathway"
"8404"	"hsa04071"	"53637"	"S1PR5"	"Sphingolipid signaling pathway"
"8405"	"hsa04071"	"55012"	"PPP2R3C"	"Sphingolipid signaling pathway"
"8406"	"hsa04071"	"5515"	"PPP2CA"	"Sphingolipid signaling pathway"
"8407"	"hsa04071"	"5516"	"PPP2CB"	"Sphingolipid signaling pathway"
"8408"	"hsa04071"	"5518"	"PPP2R1A"	"Sphingolipid signaling pathway"
"8409"	"hsa04071"	"5519"	"PPP2R1B"	"Sphingolipid signaling pathway"
"8410"	"hsa04071"	"5520"	"PPP2R2A"	"Sphingolipid signaling pathway"
"8411"	"hsa04071"	"5521"	"PPP2R2B"	"Sphingolipid signaling pathway"
"8412"	"hsa04071"	"5522"	"PPP2R2C"	"Sphingolipid signaling pathway"
"8413"	"hsa04071"	"5523"	"PPP2R3A"	"Sphingolipid signaling pathway"
"8414"	"hsa04071"	"5525"	"PPP2R5A"	"Sphingolipid signaling pathway"
"8415"	"hsa04071"	"5526"	"PPP2R5B"	"Sphingolipid signaling pathway"
"8416"	"hsa04071"	"5527"	"PPP2R5C"	"Sphingolipid signaling pathway"
"8417"	"hsa04071"	"5528"	"PPP2R5D"	"Sphingolipid signaling pathway"
"8418"	"hsa04071"	"5529"	"PPP2R5E"	"Sphingolipid signaling pathway"
"8419"	"hsa04071"	"55304"	"SPTLC3"	"Sphingolipid signaling pathway"
"8420"	"hsa04071"	"5578"	"PRKCA"	"Sphingolipid signaling pathway"
"8421"	"hsa04071"	"5579"	"PRKCB"	"Sphingolipid signaling pathway"
"8422"	"hsa04071"	"5581"	"PRKCE"	"Sphingolipid signaling pathway"
"8423"	"hsa04071"	"5582"	"PRKCG"	"Sphingolipid signaling pathway"
"8424"	"hsa04071"	"55844"	"PPP2R2D"	"Sphingolipid signaling pathway"
"8425"	"hsa04071"	"5590"	"PRKCZ"	"Sphingolipid signaling pathway"
"8426"	"hsa04071"	"5594"	"MAPK1"	"Sphingolipid signaling pathway"
"8427"	"hsa04071"	"5595"	"MAPK3"	"Sphingolipid signaling pathway"
"8428"	"hsa04071"	"5599"	"MAPK8"	"Sphingolipid signaling pathway"
"8429"	"hsa04071"	"5600"	"MAPK11"	"Sphingolipid signaling pathway"
"8430"	"hsa04071"	"5601"	"MAPK9"	"Sphingolipid signaling pathway"
"8431"	"hsa04071"	"5602"	"MAPK10"	"Sphingolipid signaling pathway"
"8432"	"hsa04071"	"5603"	"MAPK13"	"Sphingolipid signaling pathway"
"8433"	"hsa04071"	"5604"	"MAP2K1"	"Sphingolipid signaling pathway"
"8434"	"hsa04071"	"5605"	"MAP2K2"	"Sphingolipid signaling pathway"
"8435"	"hsa04071"	"56624"	"ASAH2"	"Sphingolipid signaling pathway"
"8436"	"hsa04071"	"56848"	"SPHK2"	"Sphingolipid signaling pathway"
"8437"	"hsa04071"	"5728"	"PTEN"	"Sphingolipid signaling pathway"
"8438"	"hsa04071"	"581"	"BAX"	"Sphingolipid signaling pathway"
"8439"	"hsa04071"	"5879"	"RAC1"	"Sphingolipid signaling pathway"
"8440"	"hsa04071"	"5880"	"RAC2"	"Sphingolipid signaling pathway"
"8441"	"hsa04071"	"5881"	"RAC3"	"Sphingolipid signaling pathway"
"8442"	"hsa04071"	"5894"	"RAF1"	"Sphingolipid signaling pathway"
"8443"	"hsa04071"	"596"	"BCL2"	"Sphingolipid signaling pathway"
"8444"	"hsa04071"	"5970"	"RELA"	"Sphingolipid signaling pathway"
"8445"	"hsa04071"	"6093"	"ROCK1"	"Sphingolipid signaling pathway"
"8446"	"hsa04071"	"624"	"BDKRB2"	"Sphingolipid signaling pathway"
"8447"	"hsa04071"	"6300"	"MAPK12"	"Sphingolipid signaling pathway"
"8448"	"hsa04071"	"637"	"BID"	"Sphingolipid signaling pathway"
"8449"	"hsa04071"	"6609"	"SMPD1"	"Sphingolipid signaling pathway"
"8450"	"hsa04071"	"6610"	"SMPD2"	"Sphingolipid signaling pathway"
"8451"	"hsa04071"	"7124"	"TNF"	"Sphingolipid signaling pathway"
"8452"	"hsa04071"	"7132"	"TNFRSF1A"	"Sphingolipid signaling pathway"
"8453"	"hsa04071"	"7157"	"TP53"	"Sphingolipid signaling pathway"
"8454"	"hsa04071"	"7186"	"TRAF2"	"Sphingolipid signaling pathway"
"8455"	"hsa04071"	"79603"	"CERS4"	"Sphingolipid signaling pathway"
"8456"	"hsa04071"	"81537"	"SGPP1"	"Sphingolipid signaling pathway"
"8457"	"hsa04071"	"8439"	"NSMAF"	"Sphingolipid signaling pathway"
"8458"	"hsa04071"	"8503"	"PIK3R3"	"Sphingolipid signaling pathway"
"8459"	"hsa04071"	"8560"	"DEGS1"	"Sphingolipid signaling pathway"
"8460"	"hsa04071"	"8698"	"S1PR4"	"Sphingolipid signaling pathway"
"8461"	"hsa04071"	"8717"	"TRADD"	"Sphingolipid signaling pathway"
"8462"	"hsa04071"	"8877"	"SPHK1"	"Sphingolipid signaling pathway"
"8463"	"hsa04071"	"8879"	"SGPL1"	"Sphingolipid signaling pathway"
"8464"	"hsa04071"	"91012"	"CERS5"	"Sphingolipid signaling pathway"
"8465"	"hsa04071"	"9294"	"S1PR2"	"Sphingolipid signaling pathway"
"8466"	"hsa04071"	"9475"	"ROCK2"	"Sphingolipid signaling pathway"
"8467"	"hsa04071"	"9517"	"SPTLC2"	"Sphingolipid signaling pathway"
"8468"	"hsa04071"	"9846"	"GAB2"	"Sphingolipid signaling pathway"
"8469"	"hsa04072"	"10000"	"AKT3"	"Phospholipase D signaling pathway"
"8470"	"hsa04072"	"100137049"	"PLA2G4B"	"Phospholipase D signaling pathway"
"8471"	"hsa04072"	"10161"	"LPAR6"	"Phospholipase D signaling pathway"
"8472"	"hsa04072"	"102723407"	"LOC102723407"	"Phospholipase D signaling pathway"
"8473"	"hsa04072"	"10411"	"RAPGEF3"	"Phospholipase D signaling pathway"
"8474"	"hsa04072"	"10554"	"AGPAT1"	"Phospholipase D signaling pathway"
"8475"	"hsa04072"	"10555"	"AGPAT2"	"Phospholipase D signaling pathway"
"8476"	"hsa04072"	"10672"	"GNA13"	"Phospholipase D signaling pathway"
"8477"	"hsa04072"	"107"	"ADCY1"	"Phospholipase D signaling pathway"
"8478"	"hsa04072"	"108"	"ADCY2"	"Phospholipase D signaling pathway"
"8479"	"hsa04072"	"109"	"ADCY3"	"Phospholipase D signaling pathway"
"8480"	"hsa04072"	"11069"	"RAPGEF4"	"Phospholipase D signaling pathway"
"8481"	"hsa04072"	"111"	"ADCY5"	"Phospholipase D signaling pathway"
"8482"	"hsa04072"	"112"	"ADCY6"	"Phospholipase D signaling pathway"
"8483"	"hsa04072"	"113"	"ADCY7"	"Phospholipase D signaling pathway"
"8484"	"hsa04072"	"114"	"ADCY8"	"Phospholipase D signaling pathway"
"8485"	"hsa04072"	"115"	"ADCY9"	"Phospholipase D signaling pathway"
"8486"	"hsa04072"	"123745"	"PLA2G4E"	"Phospholipase D signaling pathway"
"8487"	"hsa04072"	"139189"	"DGKK"	"Phospholipase D signaling pathway"
"8488"	"hsa04072"	"146850"	"PIK3R6"	"Phospholipase D signaling pathway"
"8489"	"hsa04072"	"1606"	"DGKA"	"Phospholipase D signaling pathway"
"8490"	"hsa04072"	"1607"	"DGKB"	"Phospholipase D signaling pathway"
"8491"	"hsa04072"	"1608"	"DGKG"	"Phospholipase D signaling pathway"
"8492"	"hsa04072"	"160851"	"DGKH"	"Phospholipase D signaling pathway"
"8493"	"hsa04072"	"1609"	"DGKQ"	"Phospholipase D signaling pathway"
"8494"	"hsa04072"	"1759"	"DNM1"	"Phospholipase D signaling pathway"
"8495"	"hsa04072"	"1785"	"DNM2"	"Phospholipase D signaling pathway"
"8496"	"hsa04072"	"185"	"AGTR1"	"Phospholipase D signaling pathway"
"8497"	"hsa04072"	"1902"	"LPAR1"	"Phospholipase D signaling pathway"
"8498"	"hsa04072"	"1950"	"EGF"	"Phospholipase D signaling pathway"
"8499"	"hsa04072"	"1956"	"EGFR"	"Phospholipase D signaling pathway"
"8500"	"hsa04072"	"196883"	"ADCY4"	"Phospholipase D signaling pathway"
"8501"	"hsa04072"	"207"	"AKT1"	"Phospholipase D signaling pathway"
"8502"	"hsa04072"	"208"	"AKT2"	"Phospholipase D signaling pathway"
"8503"	"hsa04072"	"2149"	"F2R"	"Phospholipase D signaling pathway"
"8504"	"hsa04072"	"2185"	"PTK2B"	"Phospholipase D signaling pathway"
"8505"	"hsa04072"	"2205"	"FCER1A"	"Phospholipase D signaling pathway"
"8506"	"hsa04072"	"2206"	"MS4A2"	"Phospholipase D signaling pathway"
"8507"	"hsa04072"	"2207"	"FCER1G"	"Phospholipase D signaling pathway"
"8508"	"hsa04072"	"22800"	"RRAS2"	"Phospholipase D signaling pathway"
"8509"	"hsa04072"	"22808"	"MRAS"	"Phospholipase D signaling pathway"
"8510"	"hsa04072"	"23236"	"PLCB1"	"Phospholipase D signaling pathway"
"8511"	"hsa04072"	"23396"	"PIP5K1C"	"Phospholipase D signaling pathway"
"8512"	"hsa04072"	"23533"	"PIK3R5"	"Phospholipase D signaling pathway"
"8513"	"hsa04072"	"23566"	"LPAR3"	"Phospholipase D signaling pathway"
"8514"	"hsa04072"	"2475"	"MTOR"	"Phospholipase D signaling pathway"
"8515"	"hsa04072"	"2534"	"FYN"	"Phospholipase D signaling pathway"
"8516"	"hsa04072"	"2549"	"GAB1"	"Phospholipase D signaling pathway"
"8517"	"hsa04072"	"255189"	"PLA2G4F"	"Phospholipase D signaling pathway"
"8518"	"hsa04072"	"25759"	"SHC2"	"Phospholipase D signaling pathway"
"8519"	"hsa04072"	"26052"	"DNM3"	"Phospholipase D signaling pathway"
"8520"	"hsa04072"	"27128"	"CYTH4"	"Phospholipase D signaling pathway"
"8521"	"hsa04072"	"2768"	"GNA12"	"Phospholipase D signaling pathway"
"8522"	"hsa04072"	"2778"	"GNAS"	"Phospholipase D signaling pathway"
"8523"	"hsa04072"	"283748"	"PLA2G4D"	"Phospholipase D signaling pathway"
"8524"	"hsa04072"	"2846"	"LPAR4"	"Phospholipase D signaling pathway"
"8525"	"hsa04072"	"2885"	"GRB2"	"Phospholipase D signaling pathway"
"8526"	"hsa04072"	"2911"	"GRM1"	"Phospholipase D signaling pathway"
"8527"	"hsa04072"	"2912"	"GRM2"	"Phospholipase D signaling pathway"
"8528"	"hsa04072"	"2913"	"GRM3"	"Phospholipase D signaling pathway"
"8529"	"hsa04072"	"2914"	"GRM4"	"Phospholipase D signaling pathway"
"8530"	"hsa04072"	"2915"	"GRM5"	"Phospholipase D signaling pathway"
"8531"	"hsa04072"	"2916"	"GRM6"	"Phospholipase D signaling pathway"
"8532"	"hsa04072"	"2917"	"GRM7"	"Phospholipase D signaling pathway"
"8533"	"hsa04072"	"2918"	"GRM8"	"Phospholipase D signaling pathway"
"8534"	"hsa04072"	"3265"	"HRAS"	"Phospholipase D signaling pathway"
"8535"	"hsa04072"	"3576"	"CXCL8"	"Phospholipase D signaling pathway"
"8536"	"hsa04072"	"3577"	"CXCR1"	"Phospholipase D signaling pathway"
"8537"	"hsa04072"	"3579"	"CXCR2"	"Phospholipase D signaling pathway"
"8538"	"hsa04072"	"3630"	"INS"	"Phospholipase D signaling pathway"
"8539"	"hsa04072"	"3643"	"INSR"	"Phospholipase D signaling pathway"
"8540"	"hsa04072"	"375"	"ARF1"	"Phospholipase D signaling pathway"
"8541"	"hsa04072"	"3815"	"KIT"	"Phospholipase D signaling pathway"
"8542"	"hsa04072"	"382"	"ARF6"	"Phospholipase D signaling pathway"
"8543"	"hsa04072"	"3845"	"KRAS"	"Phospholipase D signaling pathway"
"8544"	"hsa04072"	"387"	"RHOA"	"Phospholipase D signaling pathway"
"8545"	"hsa04072"	"399694"	"SHC4"	"Phospholipase D signaling pathway"
"8546"	"hsa04072"	"4254"	"KITLG"	"Phospholipase D signaling pathway"
"8547"	"hsa04072"	"4893"	"NRAS"	"Phospholipase D signaling pathway"
"8548"	"hsa04072"	"5154"	"PDGFA"	"Phospholipase D signaling pathway"
"8549"	"hsa04072"	"5155"	"PDGFB"	"Phospholipase D signaling pathway"
"8550"	"hsa04072"	"5156"	"PDGFRA"	"Phospholipase D signaling pathway"
"8551"	"hsa04072"	"5159"	"PDGFRB"	"Phospholipase D signaling pathway"
"8552"	"hsa04072"	"5290"	"PIK3CA"	"Phospholipase D signaling pathway"
"8553"	"hsa04072"	"5291"	"PIK3CB"	"Phospholipase D signaling pathway"
"8554"	"hsa04072"	"5293"	"PIK3CD"	"Phospholipase D signaling pathway"
"8555"	"hsa04072"	"5294"	"PIK3CG"	"Phospholipase D signaling pathway"
"8556"	"hsa04072"	"5295"	"PIK3R1"	"Phospholipase D signaling pathway"
"8557"	"hsa04072"	"5296"	"PIK3R2"	"Phospholipase D signaling pathway"
"8558"	"hsa04072"	"5321"	"PLA2G4A"	"Phospholipase D signaling pathway"
"8559"	"hsa04072"	"5330"	"PLCB2"	"Phospholipase D signaling pathway"
"8560"	"hsa04072"	"5331"	"PLCB3"	"Phospholipase D signaling pathway"
"8561"	"hsa04072"	"5332"	"PLCB4"	"Phospholipase D signaling pathway"
"8562"	"hsa04072"	"5335"	"PLCG1"	"Phospholipase D signaling pathway"
"8563"	"hsa04072"	"53358"	"SHC3"	"Phospholipase D signaling pathway"
"8564"	"hsa04072"	"5336"	"PLCG2"	"Phospholipase D signaling pathway"
"8565"	"hsa04072"	"5337"	"PLD1"	"Phospholipase D signaling pathway"
"8566"	"hsa04072"	"5338"	"PLD2"	"Phospholipase D signaling pathway"
"8567"	"hsa04072"	"551"	"AVP"	"Phospholipase D signaling pathway"
"8568"	"hsa04072"	"552"	"AVPR1A"	"Phospholipase D signaling pathway"
"8569"	"hsa04072"	"553"	"AVPR1B"	"Phospholipase D signaling pathway"
"8570"	"hsa04072"	"55326"	"AGPAT5"	"Phospholipase D signaling pathway"
"8571"	"hsa04072"	"554"	"AVPR2"	"Phospholipase D signaling pathway"
"8572"	"hsa04072"	"5578"	"PRKCA"	"Phospholipase D signaling pathway"
"8573"	"hsa04072"	"5594"	"MAPK1"	"Phospholipase D signaling pathway"
"8574"	"hsa04072"	"5595"	"MAPK3"	"Phospholipase D signaling pathway"
"8575"	"hsa04072"	"56034"	"PDGFC"	"Phospholipase D signaling pathway"
"8576"	"hsa04072"	"5604"	"MAP2K1"	"Phospholipase D signaling pathway"
"8577"	"hsa04072"	"5605"	"MAP2K2"	"Phospholipase D signaling pathway"
"8578"	"hsa04072"	"56848"	"SPHK2"	"Phospholipase D signaling pathway"
"8579"	"hsa04072"	"56894"	"AGPAT3"	"Phospholipase D signaling pathway"
"8580"	"hsa04072"	"56895"	"AGPAT4"	"Phospholipase D signaling pathway"
"8581"	"hsa04072"	"57121"	"LPAR5"	"Phospholipase D signaling pathway"
"8582"	"hsa04072"	"5737"	"PTGFR"	"Phospholipase D signaling pathway"
"8583"	"hsa04072"	"5781"	"PTPN11"	"Phospholipase D signaling pathway"
"8584"	"hsa04072"	"5894"	"RAF1"	"Phospholipase D signaling pathway"
"8585"	"hsa04072"	"5898"	"RALA"	"Phospholipase D signaling pathway"
"8586"	"hsa04072"	"5899"	"RALB"	"Phospholipase D signaling pathway"
"8587"	"hsa04072"	"5900"	"RALGDS"	"Phospholipase D signaling pathway"
"8588"	"hsa04072"	"6009"	"RHEB"	"Phospholipase D signaling pathway"
"8589"	"hsa04072"	"6237"	"RRAS"	"Phospholipase D signaling pathway"
"8590"	"hsa04072"	"6464"	"SHC1"	"Phospholipase D signaling pathway"
"8591"	"hsa04072"	"6654"	"SOS1"	"Phospholipase D signaling pathway"
"8592"	"hsa04072"	"6655"	"SOS2"	"Phospholipase D signaling pathway"
"8593"	"hsa04072"	"6850"	"SYK"	"Phospholipase D signaling pathway"
"8594"	"hsa04072"	"7248"	"TSC1"	"Phospholipase D signaling pathway"
"8595"	"hsa04072"	"7249"	"TSC2"	"Phospholipase D signaling pathway"
"8596"	"hsa04072"	"80310"	"PDGFD"	"Phospholipase D signaling pathway"
"8597"	"hsa04072"	"8394"	"PIP5K1A"	"Phospholipase D signaling pathway"
"8598"	"hsa04072"	"8395"	"PIP5K1B"	"Phospholipase D signaling pathway"
"8599"	"hsa04072"	"8503"	"PIK3R3"	"Phospholipase D signaling pathway"
"8600"	"hsa04072"	"8525"	"DGKZ"	"Phospholipase D signaling pathway"
"8601"	"hsa04072"	"8526"	"DGKE"	"Phospholipase D signaling pathway"
"8602"	"hsa04072"	"8527"	"DGKD"	"Phospholipase D signaling pathway"
"8603"	"hsa04072"	"8605"	"PLA2G4C"	"Phospholipase D signaling pathway"
"8604"	"hsa04072"	"8611"	"PLPP1"	"Phospholipase D signaling pathway"
"8605"	"hsa04072"	"8612"	"PLPP2"	"Phospholipase D signaling pathway"
"8606"	"hsa04072"	"8613"	"PLPP3"	"Phospholipase D signaling pathway"
"8607"	"hsa04072"	"8681"	"JMJD7-PLA2G4B"	"Phospholipase D signaling pathway"
"8608"	"hsa04072"	"8877"	"SPHK1"	"Phospholipase D signaling pathway"
"8609"	"hsa04072"	"9162"	"DGKI"	"Phospholipase D signaling pathway"
"8610"	"hsa04072"	"9170"	"LPAR2"	"Phospholipase D signaling pathway"
"8611"	"hsa04072"	"9265"	"CYTH3"	"Phospholipase D signaling pathway"
"8612"	"hsa04072"	"9266"	"CYTH2"	"Phospholipase D signaling pathway"
"8613"	"hsa04072"	"9267"	"CYTH1"	"Phospholipase D signaling pathway"
"8614"	"hsa04072"	"9846"	"GAB2"	"Phospholipase D signaling pathway"
"8615"	"hsa04080"	"100996758"	"NPY4R2"	"Neuroactive ligand-receptor interaction"
"8616"	"hsa04080"	"10161"	"LPAR6"	"Neuroactive ligand-receptor interaction"
"8617"	"hsa04080"	"10203"	"CALCRL"	"Neuroactive ligand-receptor interaction"
"8618"	"hsa04080"	"10316"	"NMUR1"	"Neuroactive ligand-receptor interaction"
"8619"	"hsa04080"	"10800"	"CYSLTR1"	"Neuroactive ligand-receptor interaction"
"8620"	"hsa04080"	"1081"	"CGA"	"Neuroactive ligand-receptor interaction"
"8621"	"hsa04080"	"10886"	"NPFFR2"	"Neuroactive ligand-receptor interaction"
"8622"	"hsa04080"	"10888"	"GPR83"	"Neuroactive ligand-receptor interaction"
"8623"	"hsa04080"	"11255"	"HRH3"	"Neuroactive ligand-receptor interaction"
"8624"	"hsa04080"	"1128"	"CHRM1"	"Neuroactive ligand-receptor interaction"
"8625"	"hsa04080"	"1129"	"CHRM2"	"Neuroactive ligand-receptor interaction"
"8626"	"hsa04080"	"1131"	"CHRM3"	"Neuroactive ligand-receptor interaction"
"8627"	"hsa04080"	"1132"	"CHRM4"	"Neuroactive ligand-receptor interaction"
"8628"	"hsa04080"	"1133"	"CHRM5"	"Neuroactive ligand-receptor interaction"
"8629"	"hsa04080"	"1134"	"CHRNA1"	"Neuroactive ligand-receptor interaction"
"8630"	"hsa04080"	"1135"	"CHRNA2"	"Neuroactive ligand-receptor interaction"
"8631"	"hsa04080"	"1136"	"CHRNA3"	"Neuroactive ligand-receptor interaction"
"8632"	"hsa04080"	"1137"	"CHRNA4"	"Neuroactive ligand-receptor interaction"
"8633"	"hsa04080"	"1138"	"CHRNA5"	"Neuroactive ligand-receptor interaction"
"8634"	"hsa04080"	"1139"	"CHRNA7"	"Neuroactive ligand-receptor interaction"
"8635"	"hsa04080"	"1140"	"CHRNB1"	"Neuroactive ligand-receptor interaction"
"8636"	"hsa04080"	"1141"	"CHRNB2"	"Neuroactive ligand-receptor interaction"
"8637"	"hsa04080"	"1142"	"CHRNB3"	"Neuroactive ligand-receptor interaction"
"8638"	"hsa04080"	"1143"	"CHRNB4"	"Neuroactive ligand-receptor interaction"
"8639"	"hsa04080"	"1144"	"CHRND"	"Neuroactive ligand-receptor interaction"
"8640"	"hsa04080"	"1145"	"CHRNE"	"Neuroactive ligand-receptor interaction"
"8641"	"hsa04080"	"1146"	"CHRNG"	"Neuroactive ligand-receptor interaction"
"8642"	"hsa04080"	"116443"	"GRIN3A"	"Neuroactive ligand-receptor interaction"
"8643"	"hsa04080"	"116444"	"GRIN3B"	"Neuroactive ligand-receptor interaction"
"8644"	"hsa04080"	"117"	"ADCYAP1R1"	"Neuroactive ligand-receptor interaction"
"8645"	"hsa04080"	"122042"	"RXFP2"	"Neuroactive ligand-receptor interaction"
"8646"	"hsa04080"	"1241"	"LTB4R"	"Neuroactive ligand-receptor interaction"
"8647"	"hsa04080"	"1268"	"CNR1"	"Neuroactive ligand-receptor interaction"
"8648"	"hsa04080"	"1269"	"CNR2"	"Neuroactive ligand-receptor interaction"
"8649"	"hsa04080"	"134"	"ADORA1"	"Neuroactive ligand-receptor interaction"
"8650"	"hsa04080"	"134860"	"TAAR9"	"Neuroactive ligand-receptor interaction"
"8651"	"hsa04080"	"134864"	"TAAR1"	"Neuroactive ligand-receptor interaction"
"8652"	"hsa04080"	"135"	"ADORA2A"	"Neuroactive ligand-receptor interaction"
"8653"	"hsa04080"	"136"	"ADORA2B"	"Neuroactive ligand-receptor interaction"
"8654"	"hsa04080"	"1394"	"CRHR1"	"Neuroactive ligand-receptor interaction"
"8655"	"hsa04080"	"1395"	"CRHR2"	"Neuroactive ligand-receptor interaction"
"8656"	"hsa04080"	"140"	"ADORA3"	"Neuroactive ligand-receptor interaction"
"8657"	"hsa04080"	"1442"	"CSH1"	"Neuroactive ligand-receptor interaction"
"8658"	"hsa04080"	"1443"	"CSH2"	"Neuroactive ligand-receptor interaction"
"8659"	"hsa04080"	"146"	"ADRA1D"	"Neuroactive ligand-receptor interaction"
"8660"	"hsa04080"	"147"	"ADRA1B"	"Neuroactive ligand-receptor interaction"
"8661"	"hsa04080"	"148"	"ADRA1A"	"Neuroactive ligand-receptor interaction"
"8662"	"hsa04080"	"150"	"ADRA2A"	"Neuroactive ligand-receptor interaction"
"8663"	"hsa04080"	"151"	"ADRA2B"	"Neuroactive ligand-receptor interaction"
"8664"	"hsa04080"	"1511"	"CTSG"	"Neuroactive ligand-receptor interaction"
"8665"	"hsa04080"	"152"	"ADRA2C"	"Neuroactive ligand-receptor interaction"
"8666"	"hsa04080"	"153"	"ADRB1"	"Neuroactive ligand-receptor interaction"
"8667"	"hsa04080"	"154"	"ADRB2"	"Neuroactive ligand-receptor interaction"
"8668"	"hsa04080"	"155"	"ADRB3"	"Neuroactive ligand-receptor interaction"
"8669"	"hsa04080"	"165829"	"GPR156"	"Neuroactive ligand-receptor interaction"
"8670"	"hsa04080"	"1812"	"DRD1"	"Neuroactive ligand-receptor interaction"
"8671"	"hsa04080"	"1813"	"DRD2"	"Neuroactive ligand-receptor interaction"
"8672"	"hsa04080"	"1814"	"DRD3"	"Neuroactive ligand-receptor interaction"
"8673"	"hsa04080"	"1815"	"DRD4"	"Neuroactive ligand-receptor interaction"
"8674"	"hsa04080"	"1816"	"DRD5"	"Neuroactive ligand-receptor interaction"
"8675"	"hsa04080"	"185"	"AGTR1"	"Neuroactive ligand-receptor interaction"
"8676"	"hsa04080"	"186"	"AGTR2"	"Neuroactive ligand-receptor interaction"
"8677"	"hsa04080"	"187"	"APLNR"	"Neuroactive ligand-receptor interaction"
"8678"	"hsa04080"	"1901"	"S1PR1"	"Neuroactive ligand-receptor interaction"
"8679"	"hsa04080"	"1902"	"LPAR1"	"Neuroactive ligand-receptor interaction"
"8680"	"hsa04080"	"1903"	"S1PR3"	"Neuroactive ligand-receptor interaction"
"8681"	"hsa04080"	"1909"	"EDNRA"	"Neuroactive ligand-receptor interaction"
"8682"	"hsa04080"	"1910"	"EDNRB"	"Neuroactive ligand-receptor interaction"
"8683"	"hsa04080"	"200959"	"GABRR3"	"Neuroactive ligand-receptor interaction"
"8684"	"hsa04080"	"2147"	"F2"	"Neuroactive ligand-receptor interaction"
"8685"	"hsa04080"	"2149"	"F2R"	"Neuroactive ligand-receptor interaction"
"8686"	"hsa04080"	"2150"	"F2RL1"	"Neuroactive ligand-receptor interaction"
"8687"	"hsa04080"	"2151"	"F2RL2"	"Neuroactive ligand-receptor interaction"
"8688"	"hsa04080"	"22953"	"P2RX2"	"Neuroactive ligand-receptor interaction"
"8689"	"hsa04080"	"23566"	"LPAR3"	"Neuroactive ligand-receptor interaction"
"8690"	"hsa04080"	"2357"	"FPR1"	"Neuroactive ligand-receptor interaction"
"8691"	"hsa04080"	"2358"	"FPR2"	"Neuroactive ligand-receptor interaction"
"8692"	"hsa04080"	"2359"	"FPR3"	"Neuroactive ligand-receptor interaction"
"8693"	"hsa04080"	"23620"	"NTSR2"	"Neuroactive ligand-receptor interaction"
"8694"	"hsa04080"	"2488"	"FSHB"	"Neuroactive ligand-receptor interaction"
"8695"	"hsa04080"	"2492"	"FSHR"	"Neuroactive ligand-receptor interaction"
"8696"	"hsa04080"	"2550"	"GABBR1"	"Neuroactive ligand-receptor interaction"
"8697"	"hsa04080"	"2554"	"GABRA1"	"Neuroactive ligand-receptor interaction"
"8698"	"hsa04080"	"2555"	"GABRA2"	"Neuroactive ligand-receptor interaction"
"8699"	"hsa04080"	"2556"	"GABRA3"	"Neuroactive ligand-receptor interaction"
"8700"	"hsa04080"	"2557"	"GABRA4"	"Neuroactive ligand-receptor interaction"
"8701"	"hsa04080"	"2558"	"GABRA5"	"Neuroactive ligand-receptor interaction"
"8702"	"hsa04080"	"2559"	"GABRA6"	"Neuroactive ligand-receptor interaction"
"8703"	"hsa04080"	"2560"	"GABRB1"	"Neuroactive ligand-receptor interaction"
"8704"	"hsa04080"	"2561"	"GABRB2"	"Neuroactive ligand-receptor interaction"
"8705"	"hsa04080"	"2562"	"GABRB3"	"Neuroactive ligand-receptor interaction"
"8706"	"hsa04080"	"2563"	"GABRD"	"Neuroactive ligand-receptor interaction"
"8707"	"hsa04080"	"2564"	"GABRE"	"Neuroactive ligand-receptor interaction"
"8708"	"hsa04080"	"2565"	"GABRG1"	"Neuroactive ligand-receptor interaction"
"8709"	"hsa04080"	"2566"	"GABRG2"	"Neuroactive ligand-receptor interaction"
"8710"	"hsa04080"	"2567"	"GABRG3"	"Neuroactive ligand-receptor interaction"
"8711"	"hsa04080"	"2568"	"GABRP"	"Neuroactive ligand-receptor interaction"
